canonical_id,canonical_name,aliases,gc_organization_id,gc_url,categories,official_website,uf_page,link_hub,instagram_handle,instagram_url,instagram_confidence,instagram_match_method,needs_review,status
gc-430250,ALPHA EPSILON PHI,,430250,https://gatorconnect.ufl.edu/organization/alphaepsilonphi,Social Sorority/Fraternity (RSO SSF),,https://gatorconnect.ufl.edu/organization/alphaepsilonphi,,,,,,False,Active
gc-430261,ALPHA EPSILON PI,,430261,https://gatorconnect.ufl.edu/organization/alphaepsilonpi,Social Sorority/Fraternity (RSO SSF),,https://gatorconnect.ufl.edu/organization/alphaepsilonpi,,ufaepi,https://www.instagram.com/ufaepi/,HIGH,gatorconnect_explicit_link,False,Active
gc-430265,ALPHA GAMMA RHO,AGR,430265,https://gatorconnect.ufl.edu/organization/alphagammarho,Social Sorority/Fraternity (RSO SSF),,https://gatorconnect.ufl.edu/organization/alphagammarho,,uf_agr,https://www.instagram.com/uf_agr/,HIGH,gatorconnect_explicit_link,False,Active
gc-430260,ALPHA KAPPA ALPHA,AKA,430260,https://gatorconnect.ufl.edu/organization/ufakas,Social Sorority/Fraternity (RSO SSF),https://ufakas.com,https://gatorconnect.ufl.edu/organization/ufakas,,ufakas,https://www.instagram.com/ufakas/,HIGH,gatorconnect_explicit_link,False,Active
gc-432266,Alpha Kappa Delta at the University of Florida,"AKD, AKD @ UF",432266,https://gatorconnect.ufl.edu/organization/akd,Academic|Honor Societies|Professional,,https://gatorconnect.ufl.edu/organization/akd,,,,,,False,Active
gc-430282,alpha KAPPA DELTA PHI,,430282,https://gatorconnect.ufl.edu/organization/alphakappadeltaphi,Social Sorority/Fraternity (RSO SSF),,https://gatorconnect.ufl.edu/organization/alphakappadeltaphi,,ufakdphi,https://www.instagram.com/ufakdphi/,HIGH,gatorconnect_explicit_link,False,Active
gc-431060,Alpha Kappa Psi,AKPSI,431060,https://gatorconnect.ufl.edu/organization/ufakpsi,Professional,https://ufakpsi.com,https://gatorconnect.ufl.edu/organization/ufakpsi,,ufakpsi,https://www.instagram.com/ufakpsi/,MEDIUM,official_website_or_linkhub_homepage,False,Active
gc-431769,Alpha Omega,AO,431769,https://gatorconnect.ufl.edu/organization/alphaomega,Athletic|Religious/Spiritual |Service,,https://gatorconnect.ufl.edu/organization/alphaomega,,,,,,False,Active
gc-430249,ALPHA OMICRON PI,AOII,430249,https://gatorconnect.ufl.edu/organization/alphaomicronpi,Social Sorority/Fraternity (RSO SSF),,https://gatorconnect.ufl.edu/organization/alphaomicronpi,,ufaoii,https://www.instagram.com/ufaoii/,HIGH,gatorconnect_explicit_link,False,Active
gc-430278,ALPHA PHI,,430278,https://gatorconnect.ufl.edu/organization/alphaphi,Social Sorority/Fraternity (RSO SSF),https://ufalphaphi.com,https://gatorconnect.ufl.edu/organization/alphaphi,,ufalphaphi,https://www.instagram.com/ufalphaphi/,HIGH,gatorconnect_explicit_link,False,Active
gc-430280,ALPHA PHI ALPHA,,430280,https://gatorconnect.ufl.edu/organization/alphaphialpha,Social Sorority/Fraternity (RSO SSF),,https://gatorconnect.ufl.edu/organization/alphaphialpha,,,,,,False,Active
gc-431689,Alpha Phi Omega,APO,431689,https://gatorconnect.ufl.edu/organization/alphaphiomega,Service|Social,,https://gatorconnect.ufl.edu/organization/alphaphiomega,,,,,,False,Active
gc-430258,ALPHA TAU OMEGA,,430258,https://gatorconnect.ufl.edu/organization/atouf,Social Sorority/Fraternity (RSO SSF),https://atouf.org,https://gatorconnect.ufl.edu/organization/atouf,,uf_ato,https://www.instagram.com/uf_ato/,HIGH,gatorconnect_explicit_link,False,Active
gc-431388,American Association of Psychiatric Pharmacists,AAPP,431388,https://gatorconnect.ufl.edu/organization/aapp,Academic|Service|Special Interest,,https://gatorconnect.ufl.edu/organization/aapp,,,,,,False,Active
gc-433562,American Association of Venezuelan Engineers,AAVE,433562,https://gatorconnect.ufl.edu/organization/aave,Cultural|Service|Professional|Engineering & Technology,https://aave-usa.org,https://gatorconnect.ufl.edu/organization/aave,,,,,,False,Active
gc-432652,American Civil Liberties Union at Florida,ACLU at UF,432652,https://gatorconnect.ufl.edu/organization/acluatfl,Social|Special Interest,,https://gatorconnect.ufl.edu/organization/acluatfl,,,,,,False,Active
gc-431547,American College of Clinical Pharmacy,,431547,https://gatorconnect.ufl.edu/organization/american-college-of-clinical-pharmacy,Academic|Service,,https://gatorconnect.ufl.edu/organization/american-college-of-clinical-pharmacy,,,,,,False,Active
gc-432429,American College of Clinical Pharmacy Jacksonville,ACCP Jax,432429,https://gatorconnect.ufl.edu/organization/accpjax,Academic|Professional,,https://gatorconnect.ufl.edu/organization/accpjax,,,,,,False,Active
gc-433644,American Dental Education Association Chapter at UFCD,ADEA at UFCD,433644,https://gatorconnect.ufl.edu/organization/uf_adea,Academic,,https://gatorconnect.ufl.edu/organization/uf_adea,,,,,,False,Active
gc-432284,American Equine Practitioners - Student Chapter,SCAAEP,432284,https://gatorconnect.ufl.edu/organization/ufscaaep,Academic,https://uf-scaaep.square.site,https://gatorconnect.ufl.edu/organization/ufscaaep,,,,,,False,Active
gc-432283,American Institute of Aeronautics and Astronautics,AIAA,432283,https://gatorconnect.ufl.edu/organization/aiaa,Academic|Professional|Engineering & Technology,,https://mae.ufl.edu/students/organizations/aiaa,,,,,,False,Active
gc-432193,American Marketing Association,AMA,432193,https://gatorconnect.ufl.edu/organization/amagator,Academic|Service|Social|Special Interest|Professional,https://amagator.com,https://gatorconnect.ufl.edu/organization/amagator,,,,,,False,Active
gc-431267,American Meteorological Society Gator Chapter,AMS Gator Chapter,431267,https://gatorconnect.ufl.edu/organization/amsgatorchapter,Academic|Service|Social|Professional,,https://gatorconnect.ufl.edu/organization/amsgatorchapter,,,,,,False,Active
gc-432925,American Muslim Dental Association,,432925,https://gatorconnect.ufl.edu/organization/amda,Academic|Cultural,,https://gatorconnect.ufl.edu/organization/amda,,,,,,False,Active
gc-430936,American Muslim Medical Students Association,AMMSA,430936,https://gatorconnect.ufl.edu/organization/ammsa,Academic|Religious/Spiritual |Service|Special Interest|Professional,,https://gatorconnect.ufl.edu/organization/ammsa,,,,,,False,Active
gc-431691,American Nuclear Society,ANS,431691,https://gatorconnect.ufl.edu/organization/ans,Academic|Service|Social|Professional|Engineering & Technology,https://teams.microsoft.com/l/team/19%3A1NwOyG8wlhqhQyswYSBBQxRDPHZKfV4LcmF_boTZsus1%40thread.tacv2/conversations?groupId=5483f406-7a3b-4810-8e03-548184e8d3f2&tenantId=0d4da0f8-4a31-4d76-ace6-0a62331e1b84,https://gatorconnect.ufl.edu/organization/ans,,,,,,False,Active
gc-432132,"American Pharmacists Association Academy of Student Pharmacists, Gainesville Campus",APhA-ASP,432132,https://gatorconnect.ufl.edu/organization/ufaphaasp,Academic|Service|Special Interest|Professional,https://pharmacist.com,https://gatorconnect.ufl.edu/organization/ufaphaasp,,aphapharmacists,https://www.instagram.com/aphapharmacists/,MEDIUM,official_website_or_linkhub_homepage,False,Active
gc-431692,American Physician Scientists Association,APSA,431692,https://gatorconnect.ufl.edu/organization/apsa,Academic|Service|Social|Professional,,https://gatorconnect.ufl.edu/organization/apsa,,,,,,False,Active
gc-433542,American Society for Microbiology- Student Chapter,ASM,433542,https://gatorconnect.ufl.edu/organization/asmgators,Academic|Service|Social|Special Interest|Virtual Offerings|Professional,https://asmgators.wixsite.com/home,https://gatorconnect.ufl.edu/organization/asmgators,,,,,,False,Active
gc-433570,American Society of Agricultural and Biological Engineers,ASABE,433570,https://gatorconnect.ufl.edu/organization/asabe,Academic|Service|Social|Professional|Engineering & Technology,,https://gatorconnect.ufl.edu/organization/asabe,,,,,,False,Active
gc-432790,American Society of Biomechanics,ASB,432790,https://gatorconnect.ufl.edu/organization/asb,Academic|Professional|Engineering & Technology,,https://gatorconnect.ufl.edu/organization/asb,,,,,,False,Active
gc-431679,American Society of Civil Engineers,ASCE,431679,https://gatorconnect.ufl.edu/organization/ufasce,Academic|Service|Social|Special Interest,https://gatorasce.weebly.com,https://gatorconnect.ufl.edu/organization/ufasce,,ufasce,https://www.instagram.com/ufasce/,MEDIUM,official_website_or_linkhub_homepage,True,Active
gc-432149,American Society of Consultant Pharmacists ORL,ASCP ORL,432149,https://gatorconnect.ufl.edu/organization/ascp-orl,Academic|Service|Special Interest,,https://gatorconnect.ufl.edu/organization/ascp-orl,,,,,,False,Active
gc-432700,American Society of Mechanical Engineers,ASME,432700,https://gatorconnect.ufl.edu/organization/asme,Academic|Social|Professional|Engineering & Technology,https://asmeuf.org,https://gatorconnect.ufl.edu/organization/asme,,,,,,False,Active
gc-431821,American Student Dental Association,,431821,https://gatorconnect.ufl.edu/organization/asda,Service|Social|Professional,,https://gatorconnect.ufl.edu/organization/asda,,,,,,False,Active
gc-432568,American Vet Med Assoc - Student,SAVMA,432568,https://gatorconnect.ufl.edu/organization/savma,Academic|Professional,,https://education.vetmed.ufl.edu/dvm-curriculum/savma,,,,,,False,Active
gc-432300,Animal Assisted Welfare Club,AAWC,432300,https://gatorconnect.ufl.edu/organization/aawc,Academic|Social,,https://gatorconnect.ufl.edu/organization/aawc,,,,,,False,Active
gc-432430,Animation Club,,432430,https://gatorconnect.ufl.edu/organization/animationclub,Special Interest,,https://gatorconnect.ufl.edu/organization/animationclub,,,,,,False,Active
gc-430972,Anisong Ensemble,Anisong,430972,https://gatorconnect.ufl.edu/organization/anisong,Cultural|Special Interest,https://sites.google.com/view/anisong/home,https://gatorconnect.ufl.edu/organization/anisong,,anisong.uf,https://www.instagram.com/anisong.uf/,HIGH,gatorconnect_explicit_link,False,Active
gc-432902,APPLIED ECONOMICS GRADUATE STUDENT ORGANIZATION,AE-GSO,432902,https://gatorconnect.ufl.edu/organization/aegso,Academic,,https://gatorconnect.ufl.edu/organization/aegso,,,,,,False,Active
gc-432807,Aqua Analytics,,432807,https://gatorconnect.ufl.edu/organization/aquaanalytics,Academic|Service|Special Interest|Engineering & Technology,https://aquaanalytics.netlify.app,https://gatorconnect.ufl.edu/organization/aquaanalytics,,,,,,False,Active
gc-432105,Arab Students' Association,ASA,432105,https://gatorconnect.ufl.edu/organization/arabstudentsassociation,Cultural|Service|Social|Professional,,https://gatorconnect.ufl.edu/organization/arabstudentsassociation,,,,,,False,Active
gc-431740,Arabic Language Learners Club,Allc,431740,https://gatorconnect.ufl.edu/organization/arabiclanguagelearners,Academic|Cultural|Social|Special Interest,,https://gatorconnect.ufl.edu/organization/arabiclanguagelearners,,,,,,False,Active
gc-432412,Archery Club,,432412,https://gatorconnect.ufl.edu/organization/archeryclub,Athletic|Social,,https://gatorconnect.ufl.edu/organization/archeryclub,,,,,,False,Active
gc-431640,Arcoiris,Arcoíris,431640,https://gatorconnect.ufl.edu/organization/arcoiris,Cultural|Social|Special Interest,,https://gatorconnect.ufl.edu/organization/arcoiris,,,,,,False,Active
gc-431805,Argentine Student Association,ArSA,431805,https://gatorconnect.ufl.edu/organization/arsa,Cultural|Social,,https://gatorconnect.ufl.edu/organization/arsa,,,,,,False,Active
gc-431346,Armed Forces Student Dental Association,AFSDA,431346,https://gatorconnect.ufl.edu/organization/afsda,Academic|Service|Professional,,https://gatorconnect.ufl.edu/organization/afsda,,,,,,False,Active
gc-432788,Armenian Student Association,ARMSA,432788,https://gatorconnect.ufl.edu/organization/armsa,Cultural|Social,,https://gatorconnect.ufl.edu/organization/armsa,,,,,,False,Active
gc-431694,Art History Association,AHA,431694,https://gatorconnect.ufl.edu/organization/aha,Academic|Special Interest,,https://gatorconnect.ufl.edu/organization/aha,https://linktr.ee/art.history?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAdGRleATFPnRwZG9mAmV4dG4DYWVtAjExAHNydGMGYXBwX2lkDzEyNDAyNDU3NDI4NzQxNAABpywxA0KyhkDQAbAy6FS1qmazwJQt1hD_sItfNkDvPEiotRHb5qHT7NtthZpO_aem_gf2b9wiRuns4VVh_pUK7-g,,,,,False,Active
gc-432413,Arts in Health,AIH,432413,https://gatorconnect.ufl.edu/organization/none,Academic|Service|Social|Special Interest,,https://gatorconnect.ufl.edu/organization/none,,,,,,False,Active
gc-429915,AscenDance Salsa Club,ASC,429915,https://gatorconnect.ufl.edu/organization/ascendancesalsa,Cultural|Social|Special Interest,,https://gatorconnect.ufl.edu/organization/ascendancesalsa,,,,,,False,Active
gc-431650,Asian Business Student Association,ABSA,431650,https://gatorconnect.ufl.edu/organization/absa,Service|Social|Professional,,https://gatorconnect.ufl.edu/organization/absa,,,,,,False,Active
gc-431872,Asian Kaleidoscope Month,AKM,431872,https://gatorconnect.ufl.edu/organization/asiankaleidoscope,Cultural,,https://gatorconnect.ufl.edu/organization/asiankaleidoscope,,,,,,False,Active
gc-432433,Asian Pacific American Medical Student Association,APAMSA,432433,https://gatorconnect.ufl.edu/organization/apamsa,Academic|Cultural|Service|Social|Professional,,https://gatorconnect.ufl.edu/organization/apamsa,,,,,,False,Active
gc-431216,Asian Student Pharmacists Coalition,ASPC,431216,https://gatorconnect.ufl.edu/organization/asian-student-pharmacists-coalition,Cultural|Service|Social|Professional,,https://gatorconnect.ufl.edu/organization/asian-student-pharmacists-coalition,,,,,,False,Active
gc-433397,ASME Innovative Additive Manufacturing 3D Design,ASME IAM3D,433397,https://gatorconnect.ufl.edu/organization/iam3d,Professional|Engineering & Technology,,https://eng.ufl.edu/undergraduate/programs-and-partnerships/center-for-experiential-learning/student-organizations/list-of-student-organizations/name/innovative-additive-manufacturing-3d,,,,,,False,Active
gc-432434,Assemblé Ballet Company,ABC,432434,https://gatorconnect.ufl.edu/organization/assembleballetcompany,Athletic|Cultural|Special Interest,,https://gatorconnect.ufl.edu/organization/assembleballetcompany,,,,,,False,Active
gc-432102,Association for Computing Machinery,ACM,432102,https://gatorconnect.ufl.edu/organization/acm,Professional|Engineering & Technology,https://uf-acm.com,https://gatorconnect.ufl.edu/organization/acm,,,,,,False,Active
gc-432657,Association for Information Systems,AIS,432657,https://gatorconnect.ufl.edu/organization/ufais,Academic|Social|Professional,https://ufais.org,https://gatorconnect.ufl.edu/organization/ufais,,,,,,False,Active
gc-431857,Association for Women in Mathematics,AWM,431857,https://gatorconnect.ufl.edu/organization/awm,Academic|Social|Professional,,https://awm.math.ufl.edu,,,,,,False,Active
gc-431288,Association of Law and Business,ALB,431288,https://gatorconnect.ufl.edu/organization/alb,Professional,,https://gatorconnect.ufl.edu/organization/alb,,,,,,False,Active
gc-433011,Astronomy and Astrophysics Society,Undergraduate Astronomy Club,433011,https://gatorconnect.ufl.edu/organization/uac,Academic|Social,,https://gatorconnect.ufl.edu/organization/uac,,,,,,False,Active
gc-431212,Athletic Training Student Association,ATSA,431212,https://gatorconnect.ufl.edu/organization/atsa,Academic|Social|Professional,,https://gatorconnect.ufl.edu/organization/atsa,,florida_atsa,https://www.instagram.com/florida_atsa/,HIGH,gatorconnect_explicit_link,False,Active
gc-433263,Audio Engineering Society,AES,433263,https://gatorconnect.ufl.edu/organization/ufaes,Academic|Social|Special Interest|Engineering & Technology,https://ufaes.org,https://gatorconnect.ufl.edu/organization/ufaes,,,,,,False,Active
gc-431359,Avigator Booster Club,,431359,https://gatorconnect.ufl.edu/organization/httpswwwafrotcufledu,Academic,,https://gatorconnect.ufl.edu/organization/httpswwwafrotcufledu,,,,,,False,Active
gc-429902,Bachelor of Arts in Digital Arts and Sciences Society,BADAS Society,429902,https://gatorconnect.ufl.edu/organization/badas_society,Social|Special Interest,,https://gatorconnect.ufl.edu/organization/badas_society,https://linktr.ee/badassociety,badassocietyclub,https://www.instagram.com/badassocietyclub/,HIGH,gatorconnect_explicit_link,False,Active
gc-433540,Balkan Student Association,BkSA,433540,https://gatorconnect.ufl.edu/organization/bksa,Cultural|Social,,https://gatorconnect.ufl.edu/organization/bksa,,,,,,False,Active
gc-429928,Bangladeshi Students' Association,BSA,429928,https://gatorconnect.ufl.edu/organization/ufbsa,Cultural|Social,https://ufbsa.org,https://gatorconnect.ufl.edu/organization/ufbsa,,ufbsa,https://www.instagram.com/ufbsa/,HIGH,gatorconnect_explicit_link,False,Active
gc-431727,BAPS Campus Fellowship,,431727,https://gatorconnect.ufl.edu/organization/bcf,Cultural|Religious/Spiritual |Service,,https://gatorconnect.ufl.edu/organization/bcf,,,,,,False,Active
gc-432119,Baptist Collegiate Ministries,BCM,432119,https://gatorconnect.ufl.edu/organization/bcm,Religious/Spiritual |Service|Social,https://ufbcm.org,https://gatorconnect.ufl.edu/organization/bcm,,uf.sf.bcm,https://www.instagram.com/uf.sf.bcm/,MEDIUM,official_website_or_linkhub_homepage,True,Active
gc-432438,Be Skin Smart,BSS,432438,https://gatorconnect.ufl.edu/organization/beskinsmart,Academic|Service|Special Interest|Professional,,https://gatorconnect.ufl.edu/organization/beskinsmart,,,,,,False,Active
gc-433611,Beats and Boards,,433611,https://gatorconnect.ufl.edu/organization/beatsnboards,Special Interest,,https://gatorconnect.ufl.edu/organization/beatsnboards,,,,,,False,Active
gc-431695,Best Buddies,,431695,https://gatorconnect.ufl.edu/organization/bestbuddies,Service|Social,https://bestbuddiesfriendshipwalk.org/gainesville/about-best-buddies,https://gatorconnect.ufl.edu/organization/bestbuddies,,friendshipwalk,https://www.instagram.com/friendshipwalk/,MEDIUM,official_website_or_linkhub_homepage,True,Active
gc-430259,BETA CHI THETA,,430259,https://gatorconnect.ufl.edu/organization/betachitheta,Social Sorority/Fraternity (RSO SSF),,https://gatorconnect.ufl.edu/organization/betachitheta,,,,,,False,Active
gc-430287,BETA THETA PI,,430287,https://gatorconnect.ufl.edu/organization/betathetapi,Social Sorority/Fraternity (RSO SSF),,https://gatorconnect.ufl.edu/organization/betathetapi,,uf_beta,https://www.instagram.com/uf_beta/,HIGH,gatorconnect_explicit_link,False,Active
gc-432865,Beta Xi Chapter of Tau Beta Sigma,TBS,432865,https://gatorconnect.ufl.edu/organization/tbs,Service,https://tbsbetaxi.wixsite.com/home,https://gatorconnect.ufl.edu/organization/tbs,,,,,,False,Active
gc-432440,Beth Miller Demonstration Team,BeMDeT,432440,https://gatorconnect.ufl.edu/organization/bethmillerdemonstrationteam,Service|Special Interest,,https://gatorconnect.ufl.edu/organization/bethmillerdemonstrationteam,,,,,,False,Active
gc-433222,Bhakti Yoga and Science Club,,433222,https://gatorconnect.ufl.edu/organization/club108,Social|Special Interest|Professional,,https://gatorconnect.ufl.edu/organization/club108,,,,,,False,Active
gc-430629,Big Sister Little Sister Mentoring Program,BSLS,430629,https://gatorconnect.ufl.edu/organization/bigsisterlittlesister,Academic|Service|Social,https://bigsisterlittlesister.org,https://gatorconnect.ufl.edu/organization/bigsisterlittlesister,,,,,,False,Active
gc-431798,Biochemistry and Molecular Biology Club,BMB,431798,https://gatorconnect.ufl.edu/organization/biochemistryandmolecularbiology,Academic,,https://gatorconnect.ufl.edu/organization/biochemistryandmolecularbiology,,,,,,False,Active
gc-432123,Biomedical Engineering Graduate Student Council,BME-GSC,432123,https://gatorconnect.ufl.edu/organization/bme-gsc,Engineering & Technology,,https://gatorconnect.ufl.edu/organization/bme-gsc,,,,,,False,Active
gc-432847,Biomedical Engineering Society,BMES,432847,https://gatorconnect.ufl.edu/organization/biomedical-engineering-society,Academic|Honor Societies|Service|Social|Special Interest,https://sites.google.com/view/ufbmes/home,https://gatorconnect.ufl.edu/organization/biomedical-engineering-society,,,,,,False,Active
gc-432442,Black Graduate Student Organization,BGSO,432442,https://gatorconnect.ufl.edu/organization/bgso,Academic|Cultural|Social,https://bgsoatuf.org,https://gatorconnect.ufl.edu/organization/bgso,,bgsoatuf,https://www.instagram.com/bgsoatuf/,MEDIUM,official_website_or_linkhub_homepage,True,Active
gc-430117,Black Men in Medicine,BMM,430117,https://gatorconnect.ufl.edu/organization/ufblackmeninmedicine,Academic|Service|Social|Professional,,https://gatorconnect.ufl.edu/organization/ufblackmeninmedicine,,uf.bmm,https://www.instagram.com/uf.bmm/,HIGH,gatorconnect_explicit_link,False,Active
gc-431783,Black Student Assembly Committee,BSAC,431783,https://gatorconnect.ufl.edu/organization/bsac,Cultural|Social,,https://gatorconnect.ufl.edu/organization/bsac,,,,,,False,Active
gc-432115,Black Student Pharmacist Association,BSPhA,432115,https://gatorconnect.ufl.edu/organization/bspha,Academic|Cultural|Service|Social|Professional,,https://gatorconnect.ufl.edu/organization/bspha,,,,,,False,Active
gc-430892,Black Student Union,BSU,430892,https://gatorconnect.ufl.edu/organization/ufbsu,Cultural|Service|Social,,https://gatorconnect.ufl.edu/organization/ufbsu,,,,,,False,Active
gc-432382,Black Students in Business,BSiB,432382,https://gatorconnect.ufl.edu/organization/ufbsib,Academic|Social|Professional,,https://gatorconnect.ufl.edu/organization/ufbsib,,ufbsib,https://www.instagram.com/ufbsib/,HIGH,gatorconnect_explicit_link,False,Active
gc-431522,Brazilian Student Association,BRASA,431522,https://gatorconnect.ufl.edu/organization/brasa,Cultural,,https://gatorconnect.ufl.edu/organization/brasa,,,,,,False,Active
gc-433067,Bridge to Soar,,433067,https://gatorconnect.ufl.edu/organization/bridgetosoar,Academic|Service,,https://gatorconnect.ufl.edu/organization/bridgetosoar,,,,,,False,Active
